"","Name","Neighborhood","lat","long","Rating","Stars","Reviews","Address","Zip","Groups","Credit","Parking","Attire","Price","Kids","Reservation","Deliver","TakeOut","Waiter","Outdoor","Wifi","Meal","Alcohol","Noise","TV","Catter","Ambience","Wheelchair"
"234","Thai Thai","Gourmet Ghetto","37.879856","-122.269133","4.0 star rating","4.0","4","Epicurious Garden1511 Shattuck Ave","","","Yes","","Casual","$","Yes","No","No","Yes","No","Yes","","","","","","","",""
"235","Peko-Peko Pop Up Restaurant @ Guerilla Cafe","Gourmet Ghetto","37.877876","-122.269237","4.0 star rating","4.0","1","1620 Shattuck Avenue","","","","","","","","","","","","","","","","","","","",""
"236","Party Sushi","Gourmet Ghetto","37.875213","-122.268802","3.0 star rating","3.0","86","1776 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Dinner","Beer & Wine Only","","Yes","","","Yes"
"237","Caf̩ Gratitude","Gourmet Ghetto","37.875955","-122.269079","3.0 star rating","3.0","532","1730 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","No","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Hipster, Casual, Intimate","Yes"
"238","Mint Leaf","Gourmet Ghetto","37.879752","-122.269164","3.0 star rating","3.0","1","1513 Shattuck Ave","","","","","","","","","","","","","","","","","","","",""
"239","Poulet","Gourmet Ghetto","37.876705","-122.268753","3.0 star rating","3.0","59","1685 Shattuck Ave","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","No","Yes","No","Lunch","Beer & Wine Only","Quiet","No","","","Yes"
"240","Mixsto","Gourmet Ghetto","37.875000","-122.268997","","","","1786 Shattuck Ave","","","","","","","","","","","","","","","","","","","",""
"241","La Bedaine","North Berkeley","37.891084","-122.284894","4.5 star rating","4.5","92","1585 Solano Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","","","Yes"
"242","The Cheeseboard Pizza Collective","North Berkeley","37.879828","-122.269459","4.5 star rating","4.5","2095","1512 Shattuck Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","Beer & Wine Only","Loud","No","No","Casual","Yes"
"243","Karma Kitchen","North Berkeley","37.876353","-122.269260","4.0 star rating","4.0","38","1700 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","No","Yes","No","","Lunch, Brunch","No","Average","No","No","","Yes"
"244","Tangerine Food Bar","North Berkeley","37.891291","-122.282383","4.5 star rating","4.5","71","1707 Solano Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","","","Yes","","Yes"
"245","Gioia Pizzeria","North Berkeley","37.881916","-122.281484","4.5 star rating","4.5","433","1586 Hopkins St","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Average","No","","","Yes"
"246","Gregoire","North Berkeley","37.878466","-122.268625","4.5 star rating","4.5","1058","2109 Cedar St","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Average","No","No","Casual","Yes"
"247","Chez Panisse Restaurant","North Berkeley","37.879590","-122.268862","4.5 star rating","4.5","1056","1517 Shattuck Ave","","No","Yes","Street","Dressy","$$$$","No","Yes","No","No","Yes","No","No","Dinner","Full Bar","Average","No","No","Classy, Intimate","Yes"
"248","Rivoli Restaurant","North Berkeley","37.891212","-122.286307","4.0 star rating","4.0","398","1539 Solano Ave","","No","Yes","Street","Dressy","$$$","No","Yes","No","No","Yes","No","No","Dinner","Full Bar","Average","No","No","Romantic, Classy, Intimate","Yes"
"249","Kingston 11 Cuisine","North Berkeley","37.877933","-122.269231","5.0 star rating","5.0","13","1620 Shattuck Ave","","Yes","No","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","","Dinner","Beer & Wine Only","Loud","No","Yes","Casual",""
"250","Birdland Jazz And BBQ","North Berkeley","37.873598","-122.282201","5.0 star rating","5.0","12","1733 Sacramento St","","Yes","No","","","$","Yes","No","","","","Yes","","","","Average","","","",""
"251","Everest Cafe","North Berkeley","37.891156","-122.283427","4.0 star rating","4.0","57","1645 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","Yes","Yes","Yes","No","No","Dinner","Beer & Wine Only","Quiet","No","","Casual","Yes"
"252","Zachary's Chicago Pizza","North Berkeley","37.891402","-122.278512","4.5 star rating","4.5","994","1853 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","No","No","Dinner","Beer & Wine Only","Loud","No","No","Casual","Yes"
"253","Nature's Express","North Berkeley","37.891649","-122.279267","4.0 star rating","4.0","113","1823 Solano Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Lunch, Dinner","No","Average","No","No","Casual","Yes"
"254","Vanessa's Bistro","North Berkeley","37.891476","-122.282233","4.0 star rating","4.0","234","1715 Solano Ave","","No","Yes","Street","Casual","$$","No","Yes","No","Yes","Yes","Yes","No","Dinner","Full Bar","Average","Yes","","","Yes"
"255","Lo Coco's Restaurant & Pizzeria","North Berkeley","37.881512","-122.269668","4.0 star rating","4.0","132","1400 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","No","No","Dinner","Beer & Wine Only","Average","No","","Romantic, Intimate","Yes"
"256","Chez Panisse Cafe","North Berkeley","37.879590","-122.268862","4.0 star rating","4.0","378","1517 Shattuck Ave","","Yes","Yes","Street","Casual","$$$","No","Yes","No","No","Yes","No","No","Dinner","Full Bar","Average","No","","Classy","No"
"257","Kyoto","North Berkeley","37.891217","-122.284536","4.0 star rating","4.0","48","1599 Solano Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch, Dinner","No","Quiet","No","Yes","","Yes"
"258","Ajanta Restaurant","North Berkeley","37.891446","-122.277547","4.0 star rating","4.0","280","1888 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Dinner","Beer & Wine Only","Average","No","No","","Yes"
"259","Taste of the Himalayas","North Berkeley","37.876391","-122.269062","4.0 star rating","4.0","320","1700 Shattuck AveSte A","","Yes","Yes","Street","Casual","$$","Yes","Yes","Yes","Yes","Yes","No","No","Dinner","Beer & Wine Only","Quiet","No","","Romantic, Intimate","Yes"
"260","Cha-Ya","North Berkeley","37.876899","-122.269005","4.0 star rating","4.0","394","1686 Shattuck Ave","","No","Yes","Street","Casual","$$","No","No","No","Yes","Yes","No","No","Dinner","Beer & Wine Only","Average","No","No","Casual, Intimate","Yes"
"261","Bangkok Jam","North Berkeley","37.891445","-122.277292","4.0 star rating","4.0","44","1892 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","Yes","Yes","Yes","No","","Lunch, Dinner","Beer & Wine Only","Quiet","No","","","Yes"
"262","Guerilla Cafe","North Berkeley","37.878044","-122.269123","4.0 star rating","4.0","318","1620 Shattuck Ave","","No","Yes","Street","Casual","$$","No","No","No","Yes","Yes","Yes","No","Breakfast","Beer & Wine Only","Average","No","No","Hipster","Yes"
"263","Imperial Tea Court","North Berkeley","37.879856","-122.269133","4.0 star rating","4.0","152","1511 Shattuck Ave","","Yes","Yes","Street","Casual","$$","No","No","No","Yes","Yes","Yes","No","Lunch","No","Quiet","No","No","Trendy, Casual, Intimate","Yes"
"264","Oriental Restaurant","North Berkeley","37.875100","-122.268791","4.0 star rating","4.0","72","1782 Shattuck Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","Yes","No","","Lunch, Dinner","No","Quiet","No","","","Yes"
"265","Vegi Food","North Berkeley","37.880255","-122.269861","4.0 star rating","4.0","78","2085 Vine St","","Yes","No","Street","Casual","$","Yes","Yes","No","Yes","Yes","No","No","Lunch, Dinner","No","Quiet","No","","","Yes"
"266","Da Lian","North Berkeley","37.877015","-122.269018","3.5 star rating","3.5","137","1674 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Lunch, Dinner","Beer & Wine Only","Quiet","No","","","Yes"
"267","Taqueria Talavera","North Berkeley","37.891036","-122.285616","4.0 star rating","4.0","105","1561 Solano Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","Beer & Wine Only","Quiet","No","","Casual","Yes"
"268","Fat Apple's Restaurant & Bakery","North Berkeley","37.881512","-122.274211","3.5 star rating","3.5","236","1346 Martin Luther King Jr Blvd","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","No","No","Breakfast","Beer & Wine Only","Average","No","","Casual","Yes"
"269","Cioccolata Di Vino","North Berkeley","37.874782","-122.268637","4.0 star rating","4.0","123","1801 Shattuck AveSte C","","Yes","Yes","Street","Casual","$$","No","Yes","No","Yes","Yes","Yes","No","Dessert","Beer & Wine Only","Quiet","No","No","Romantic, Classy, Intimate","Yes"
"270","Trattoria Corso","North Berkeley","37.874934","-122.268785","3.5 star rating","3.5","273","1788 Shattuck Ave","","Yes","Yes","Street","Casual","$$","No","Yes","No","Yes","Yes","No","","Dinner","Full Bar","Average","Yes","","Romantic, Classy, Casual","Yes"
"271","Kirin Chinese Restaurant","North Berkeley","37.891278","-122.280792","3.5 star rating","3.5","150","1767 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Dinner","Beer & Wine Only","Average","No","","","Yes"
"272","Soop","North Berkeley","37.879812","-122.269110","3.5 star rating","3.5","91","1511 Shattuck Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Average","No","","Casual","Yes"
"273","Thai Delight Cuisine","North Berkeley","37.876591","-122.268952","3.5 star rating","3.5","168","1700 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","Yes","Yes","Yes","No","No","Dinner","Beer & Wine Only","Quiet","No","","","Yes"
"274","Barney's Gourmet Hamburger","North Berkeley","37.878058","-122.269211","3.5 star rating","3.5","321","1600 Shattuck AveSte 112","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","","Lunch, Dinner","Beer & Wine Only","Average","No","","Casual","Yes"
"275","Espresso Roma Corp","North Berkeley","37.881599","-122.281998","3.5 star rating","3.5","44","1549 Hopkins Street","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Lunch, Breakfast","No","Quiet","No","No","","Yes"
"276","C̩sar","North Berkeley","37.879670","-122.268879","3.5 star rating","3.5","407","1515 Shattuck Ave","","Yes","Yes","Street","Casual","$$$","No","No","No","No","Yes","Yes","No","Dinner","Full Bar","Average","No","","Hipster","Yes"
"277","Cha-Am Thai Restaurant","North Berkeley","37.879414","-122.269035","3.5 star rating","3.5","288","1543 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Dinner","Beer & Wine Only","Average","No","","","No"
"278","Barney's Gourmet Hamburgers","North Berkeley","37.891146","-122.284771","3.5 star rating","3.5","205","1591 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","No","Lunch, Dinner","Beer & Wine Only","Average","No","No","Casual","Yes"
"279","Crepevine","North Berkeley","37.878394","-122.269164","3.5 star rating","3.5","197","1600 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","No","Lunch, Dinner, Breakfast, Brunch","Beer & Wine Only","Average","No","","Casual","Yes"
"280","Mint Leaf","North Berkeley","37.879729","-122.269162","3.5 star rating","3.5","173","1513 Shattuck Ave","","Yes","Yes","Street","Casual","$$","No","Yes","Yes","Yes","Yes","Yes","No","Dinner","Full Bar","Average","No","","Classy, Intimate","Yes"
"281","Kirala 2 Japanese Cuisine","North Berkeley","37.879812","-122.269110","3.5 star rating","3.5","68","1511 Shattuck AveSte D","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","No","Yes","","Lunch","No","Average","","","Casual","Yes"
"282","Lilly's Restaurant","North Berkeley","37.881787","-122.281663","3.5 star rating","3.5","52","1580 Hopkins St","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","Yes","No","","Lunch","Beer & Wine Only","","","","","Yes"
"283","Saul's Restaurant & Deli","North Berkeley","37.880706","-122.269121","3.5 star rating","3.5","638","1475 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","No","Lunch, Breakfast","Full Bar","Average","Yes","Yes","Casual","Yes"
"284","Off the Grid: North Berkeley","North Berkeley","37.882067","-122.269313","3.5 star rating","3.5","40","Shattuck and Rose","","Yes","No","Street","Casual","$$","Yes","No","No","Yes","No","Yes","No","Dinner","No","Loud","No","No","Hipster, Casual",""
"285","Jerusalem Organic Kitchen","North Berkeley","37.891481","-122.277184","3.5 star rating","3.5","74","1897 Solano Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Quiet","No","","Casual","Yes"
"286","Rose & Grove Market","North Berkeley","37.882464","-122.274231","4.5 star rating","4.5","4","1343 Martin Luther King Jr Way","","","Yes","","Casual","","","","No","Yes","","","","","","","","","",""
"287","Picoso Taqueria","North Berkeley","37.879812","-122.269110","3.5 star rating","3.5","84","1511 Shattuck Ave","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","Average","No","","Casual","Yes"
"288","Toyo Japanese Restaurant","North Berkeley","37.880882","-122.269308","3.5 star rating","3.5","53","1463 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Lunch, Dinner","Beer & Wine Only","","","","","Yes"
"289","King Tsin Restaurant","North Berkeley","37.891191","-122.282621","3.5 star rating","3.5","108","1699 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Lunch, Dinner","Full Bar","Average","Yes","","","Yes"
"290","Dara Thai Lao Cuisine","North Berkeley","37.878594","-122.268788","3.5 star rating","3.5","124","1549 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","No","Lunch, Dinner","Beer & Wine Only","Quiet","No","","","No"
"291","Sweet Basil Thai","North Berkeley","37.891238","-122.281457","3.0 star rating","3.0","69","1736 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","","Dinner","Beer & Wine Only","Average","No","","","Yes"
"292","Thai Thai","North Berkeley","37.879856","-122.269133","4.0 star rating","4.0","4","Epicurious Garden1511 Shattuck Ave","","","Yes","","Casual","$","Yes","No","No","Yes","No","Yes","","","","","","","",""
"293","Khana Peena Indian Cuisine","North Berkeley","37.891432","-122.277519","3.0 star rating","3.0","105","1889 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Dinner","Beer & Wine Only","Average","No","Yes","","Yes"
"294","Sushi 29","North Berkeley","37.891321","-122.283423","3.5 star rating","3.5","38","1647 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","","Yes"
"295","Cactus Taqueria","North Berkeley","37.891727","-122.277858","3.5 star rating","3.5","203","1881 Solano Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","Beer & Wine Only","Average","No","Yes","Casual","Yes"
"296","Bel Forno","North Berkeley","37.881980","-122.269609","3.5 star rating","3.5","42","1400 Shattuck AveSte 1","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Lunch, Breakfast","No","","","","","Yes"
"297","Cugini Restaurant","North Berkeley","37.891037","-122.285038","3.5 star rating","3.5","108","1556 Solano Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","","Dinner","Full Bar","Average","Yes","","Classy","Yes"
"298","Peko-Peko Pop Up Restaurant @ Guerilla Cafe","North Berkeley","37.877876","-122.269237","4.0 star rating","4.0","1","1620 Shattuck Avenue","","","","","","","","","","","","","","","","","","","",""
"299","Party Sushi","North Berkeley","37.875213","-122.268802","3.0 star rating","3.0","86","1776 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","","Dinner","Beer & Wine Only","","Yes","","","Yes"
"300","Caf̩ Gratitude","North Berkeley","37.875955","-122.269079","3.0 star rating","3.0","532","1730 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","No","No","Yes","Yes","Yes","No","Lunch, Dinner","Beer & Wine Only","Average","No","Yes","Hipster, Casual, Intimate","Yes"
"301","Mint Leaf","North Berkeley","37.879752","-122.269164","3.0 star rating","3.0","1","1513 Shattuck Ave","","","","","","","","","","","","","","","","","","","",""
"302","Poulet","North Berkeley","37.876705","-122.268753","3.0 star rating","3.0","59","1685 Shattuck Ave","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","No","Yes","No","Lunch","Beer & Wine Only","Quiet","No","","","Yes"
"303","Miyuki Traditional Japanese Cuisine","North Berkeley","37.891300","-122.282997","3.0 star rating","3.0","87","1695 Solano Avenue","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","No","Dinner","Full Bar","Quiet","Yes","No","Casual","Yes"
"304","Liu's Kitchen","North Berkeley","37.891201","-122.285004","2.5 star rating","2.5","37","1593 Solano Avenue","","Yes","Yes","Street","Casual","$$","No","Yes","No","Yes","Yes","No","","","Beer & Wine Only","","","","","Yes"
"305","Lu & Dan","North Berkeley","37.891399","-122.281998","2.0 star rating","2.0","2","1709 Solano Avenue","","","","","","","","","","","","","","","","","","","",""
"306","Subway","North Berkeley","37.891092","-122.284487","1.0 star rating","1.0","5","1615 Solano Ave","","","","","","","","","","","","","","","","","","","",""
"307","Get Some Dim Sum","North Berkeley","37.891207","-122.282623","","","","1699 solano","","","","","","","","","","","","","","","","","","","",""
"308","Subway","North Berkeley","37.891108","-122.284488","5.0 star rating","5.0","1","1615 Solano AveSte B","","","","","","","Yes","","","","No","","","","","","","Yes","",""
"309","Mixsto","North Berkeley","37.875000","-122.268997","","","","1786 Shattuck Ave","","","","","","","","","","","","","","","","","","","",""
"310","Vasilio's Kitchen","North Berkeley","37.891300","-122.278999","","","","1850 Solano Avenue","","","","","","","","","","","","","","","","","","","",""
"311","Healthy Heavenly Foods","North Berkeley Hills","37.874989","-122.244959","3.5 star rating","3.5","6","University of CaliforniaMartin Luther King Junior Student Union Bldg","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","","","","","Yes"
"312","Emilia's Pizzeria","South Berkeley","37.855335","-122.266479","4.5 star rating","4.5","189","2995 Shattuck Ave","","No","No","Street","Casual","$$","Yes","Yes","No","Yes","No","No","No","Dinner","No","Quiet","No","No","Casual","Yes"
"313","La Pe̱a Cultural Center","South Berkeley","37.852880","-122.266128","4.5 star rating","4.5","24","3105 Shattuck Ave","","Yes","Yes","Street","Casual","$","","Yes","","","No","Yes","","","Beer & Wine Only","","","","","Yes"
"314","Smokey J's BBQ","South Berkeley","37.854552","-122.266379","4.5 star rating","4.5","77","3015 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","Free","Lunch, Dinner","No","Average","No","Yes","Casual","Yes"
"315","Crixa Cakes","South Berkeley","37.858678","-122.267932","4.5 star rating","4.5","405","2748 Adeline St","","No","Yes","Street","Casual","$$","Yes","No","No","Yes","No","Yes","Free","Dessert","No","Quiet","No","Yes","Casual","Yes"
"316","Wat Mongkolratanaram","South Berkeley","37.856362","-122.270748","4.0 star rating","4.0","449","1911 Russell St","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Breakfast, Brunch","No","Loud","No","No","Casual","Yes"
"317","Flacos","South Berkeley","37.853845","-122.268953","4.0 star rating","4.0","220","3031 Adeline St","","No","Yes","Street, Private Lot","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Average","No","Yes","Casual","Yes"
"318","Taqueria La Familia","South Berkeley","37.859049","-122.266960","4.0 star rating","4.0","153","2971 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch, Dinner","Beer & Wine Only","Average","No","No","Casual","Yes"
"319","Kirala Japanese Restaurant","South Berkeley","37.859338","-122.266661","4.0 star rating","4.0","828","2100 Ward St","","No","Yes","Street","Casual","$$","No","No","No","Yes","Yes","No","No","Dinner","Full Bar","Average","No","No","Casual","Yes"
"320","Mokka","South Berkeley","37.854159","-122.259605","4.0 star rating","4.0","116","3075 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","Free","Lunch, Breakfast","No","Quiet","No","","Casual","Yes"
"321","Ethiopia Restaurant","South Berkeley","37.856788","-122.259374","4.0 star rating","4.0","131","2955 Telegraph Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","No","Lunch, Dinner","Beer & Wine Only","","No","","","Yes"
"322","Addie's Pizza Pie","South Berkeley","37.848905","-122.271266","4.0 star rating","4.0","98","3290 Adeline St","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","No","Free","Dinner","Beer & Wine Only","Average","Yes","","Casual","Yes"
"323","Roxie Delicatessen","South Berkeley","37.855388","-122.266499","4.5 star rating","4.5","7","2999 Shattuck Ave","","","Yes","Street","Casual","$","Yes","No","Yes","Yes","No","Yes","Free","Lunch, Breakfast","Beer & Wine Only","","","","","Yes"
"324","The Starry Plough Pub","South Berkeley","37.852985","-122.265917","3.5 star rating","3.5","106","3101 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","","","","","No","","","Beer & Wine Only","","","","","Yes"
"325","Rocky's Hamburger and Cheesesteaks","South Berkeley","37.855725","-122.266475","3.5 star rating","3.5","86","2929 Shattuck Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","Beer & Wine Only","","Yes","","","Yes"
"326","The Smokehouse","South Berkeley","37.853585","-122.259989","3.5 star rating","3.5","207","3115 Telegraph Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Late Night, Lunch, Dinner","No","Quiet","No","No","Casual","Yes"
"327","Cafe Valparaiso","South Berkeley","37.852885","-122.266064","3.5 star rating","3.5","42","3105 Shattuck Ave","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","No","Lunch, Dinner","Beer & Wine Only","Quiet","Yes","","","Yes"
"328","Tai San Restaurant","South Berkeley","37.859034","-122.259089","3.5 star rating","3.5","41","2811 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","Yes","No","Yes","Yes","No","","Lunch","Beer & Wine Only","","","","Casual","Yes"
"329","Yummy Hot Dog Cart","South Berkeley","37.852909","-122.269859","4.0 star rating","4.0","4","Ashby Bart3100 Adeline St","","No","","","","$","","","","Yes","","No","","","","","","","",""
"330","Vault Cafe","South Berkeley","37.849556","-122.271216","3.5 star rating","3.5","111","3250 Adeline St","","Yes","Yes","Street","Casual","$$","Yes","Yes","No","Yes","Yes","Yes","","Breakfast","Beer & Wine Only","Average","No","No","Casual","Yes"
"331","Zahara Deli & Coffee Cafe","South Berkeley","37.852877","-122.259861","5.0 star rating","5.0","1","3201 Telegraph Ave","","","","","","","","","","","","","","","","","","","",""
"332","Firehouse Art Collective Adeline Studios","South Berkeley","37.850883","-122.271146","3.0 star rating","3.0","2","3192 Adeline St","","","","","Casual","","","","","Yes","","","","","","","","","",""
"333","Chen's Garden","South Berkeley","37.848760","-122.270731","3.0 star rating","3.0","15","1818 Alcatraz Ave","","Yes","Yes","Street","Casual","$","Yes","No","Yes","Yes","Yes","No","","Dinner","","","","","","Yes"
"334","Tamale Lady at Berkeley Bowl Parking Lot","South Berkeley","37.857489","-122.267885","3.0 star rating","3.0","3","On Oregon Street, b/w Berkeley Bowl and Walgreens2020 Oregon St","","","","","","","","","","","","","","","","","","","",""
"335","La Bayou Cajun & Creole Cafe","South Berkeley","37.849105","-122.271572","3.0 star rating","3.0","28","3278 Adeline St","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","","","","","Yes"
"336","BB's Restaurant & Seafood","South Berkeley","37.853496","-122.279004","3.0 star rating","3.0","3","2987 Sacramento St","","","","","Casual","$","","","","","","","","","","","","","",""
"337","Ming's Chinese Kitchen In Berkeley","South Berkeley","37.848801","-122.272003","2.5 star rating","2.5","4","1761 Alcatraz Avenue","","Yes","No","","Casual","$","Yes","No","Yes","Yes","No","No","","","No","","","","","Yes"
"338","Las Palmas Super Burritos and Heros","South Berkeley","37.850050","-122.270819","2.0 star rating","2.0","10","3221 Adeline St","","Yes","Yes","","Casual","$","Yes","No","No","Yes","No","No","No","","No","","","","","Yes"
"339","Domino's Pizza","South Berkeley","37.850303","-122.270950","1.5 star rating","1.5","13","3219 Adeline St","","Yes","Yes","Street","Casual","$$","Yes","No","Yes","Yes","No","No","","","No","","","","","Yes"
"340","Cafe Valparaiso","South Berkeley","37.852885","-122.266064","","","","3105 Shattuck Ave","","","","","","","","","","","","","","","","","","","",""
"341","Nunu's Desserts","South Berkeley","NA","NA","","","","","","Yes","No","","","$$","Yes","No","Yes","Yes","No","No","","","No","","","","","No"
"342","Martin Luther King House","South Berkeley","37.854599","-122.271004","","","","2942 Martin Luther King J","","","","","","","","","","","","","","","","","","","",""
"343","Desi Dog","Telegraph Ave","37.868713","-122.259209","4.5 star rating","4.5","58","Telegraph Ave and Bancroft Way","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch, Dinner","No","","","","","Yes"
"344","Top Dog","Telegraph Ave","37.867962","-122.258222","4.5 star rating","4.5","1132","2534 Durant Ave","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Late Night, Lunch","No","Average","Yes","No","Casual","Yes"
"345","Cafe Intermezzo","Telegraph Ave","37.866170","-122.258810","4.0 star rating","4.0","775","2442 Telegraph Ave","","No","No","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","Beer & Wine Only","Average","No","No","Casual","Yes"
"346","Maoz Vegetarian","Telegraph Ave","37.867035","-122.258806","4.0 star rating","4.0","183","2395 Telegraph Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","Yes","Casual","Yes"
"347","Cheese 'N' Stuff","Telegraph Ave","37.867720","-122.259545","4.0 star rating","4.0","139","2442 Durant Ave","","No","Yes","Garage, Street","Casual","$","Yes","No","No","Yes","No","No","","Lunch","No","Average","","","","Yes"
"348","Taco Truck","Telegraph Ave","37.868698","-122.259003","4.0 star rating","4.0","18","Telegraph Avenue and Bancroft Way","","Yes","No","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Lunch","No","","","","","Yes"
"349","I.B.'s Hoagies","Telegraph Ave","37.868041","-122.258490","4.0 star rating","4.0","238","2513 Durant Ave","","No","Yes","Garage, Street, Validated","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Loud","No","No","Casual","Yes"
"350","Durant Square - Asian Ghetto","Telegraph Ave","37.868078","-122.257978","4.0 star rating","4.0","52","2519-2521 Durant Ave","","Yes","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","","Late Night, Lunch, Dinner, Brunch","No","Very Loud","Yes","No","Trendy, Touristy, Casual","Yes"
"351","Sunrise Deli","Telegraph Ave","37.868401","-122.260002","4.0 star rating","4.0","120","2456 Bancroft Way","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","No","No","Lunch","No","Average","No","No","","Yes"
"352","Bongo Burger","Telegraph Ave","37.865238","-122.258211","4.0 star rating","4.0","232","2505 Dwight Way","","No","Yes","Street","Casual","$","Yes","No","No","Yes","No","Yes","No","Lunch","No","Average","Yes","No","Casual","Yes"
